Latitude;Longitude;Date;Time
39.982064;116.345142;16/12/08;03:43:51
39.98213;116.345037;16/12/08;03:43:56
39.982146;116.344954;16/12/08;03:44:01
39.982174;116.344889;16/12/08;03:44:06
39.982174;116.344889;16/12/08;03:44:09
39.982178;116.344883;16/12/08;03:44:11
39.982195;116.344888;16/12/08;03:44:16
39.982195;116.344888;16/12/08;03:44:19
39.982199;116.344896;16/12/08;03:44:21
39.982194;116.344881;16/12/08;03:44:26
39.982137;116.344957;16/12/08;03:44:31
39.982166;116.344928;16/12/08;03:44:36
39.982298;116.344753;16/12/08;03:44:41
39.982231;116.344661;16/12/08;03:44:46
39.982234;116.344618;16/12/08;03:44:51
39.982395;116.344523;16/12/08;03:44:56
39.982379;116.344465;16/12/08;03:45:01
39.982381;116.344363;16/12/08;03:45:06
39.982339;116.344272;16/12/08;03:45:11
39.982314;116.344188;16/12/08;03:45:16
39.98231;116.344093;16/12/08;03:45:21
39.982343;116.344016;16/12/08;03:45:26
39.982325;116.343954;16/12/08;03:45:31
39.982322;116.3439;16/12/08;03:45:36
39.98227;116.343765;16/12/08;03:45:41
39.982227;116.343697;16/12/08;03:45:46
39.982213;116.343625;16/12/08;03:45:51
39.982203;116.343572;16/12/08;03:45:56
39.982193;116.343508;16/12/08;03:46:01
39.982225;116.343455;16/12/08;03:46:06
39.982257;116.34336;16/12/08;03:46:11
39.982188;116.343219;16/12/08;03:46:16
39.982208;116.343124;16/12/08;03:46:21
39.982252;116.343036;16/12/08;03:46:26
39.982232;116.342908;16/12/08;03:46:31
39.982263;116.342822;16/12/08;03:46:36
39.9823;116.342731;16/12/08;03:46:41
39.982342;116.342614;16/12/08;03:46:46
39.982382;116.342524;16/12/08;03:46:51
39.982415;116.342435;16/12/08;03:46:56
39.9824;116.342332;16/12/08;03:47:01
39.981822;116.342275;16/12/08;03:47:06
39.981777;116.342191;16/12/08;03:47:11
39.981802;116.342121;16/12/08;03:47:16
39.981819;116.342037;16/12/08;03:47:21
39.981827;116.341965;16/12/08;03:47:26
39.981842;116.341888;16/12/08;03:47:31
39.981849;116.341816;16/12/08;03:47:36
39.981851;116.341753;16/12/08;03:47:41
39.981854;116.34168;16/12/08;03:47:46
39.981872;116.341614;16/12/08;03:47:51
39.981898;116.341551;16/12/08;03:47:56
39.981896;116.341506;16/12/08;03:48:01
39.981897;116.341418;16/12/08;03:48:06
39.981928;116.341345;16/12/08;03:48:11
39.981941;116.341286;16/12/08;03:48:16
39.981941;116.341163;16/12/08;03:48:21
39.981971;116.341113;16/12/08;03:48:26
39.981974;116.341039;16/12/08;03:48:31
39.981911;116.340929;16/12/08;03:48:36
39.981931;116.340839;16/12/08;03:48:41
39.981957;116.340753;16/12/08;03:48:46
39.981983;116.340674;16/12/08;03:48:51
39.981981;116.340559;16/12/08;03:48:56
39.981982;116.340476;16/12/08;03:49:01
39.981973;116.34039;16/12/08;03:49:06
39.981862;116.340291;16/12/08;03:49:11
39.981757;116.340216;16/12/08;03:49:16
39.981761;116.340141;16/12/08;03:49:21
39.981904;116.339968;16/12/08;03:49:26
39.981946;116.339882;16/12/08;03:49:31
39.981928;116.33984;16/12/08;03:49:36
39.981876;116.339835;16/12/08;03:49:41
39.981854;116.339828;16/12/08;03:49:46
39.981855;116.339831;16/12/08;03:49:51
39.981855;116.339831;16/12/08;03:49:54
39.981852;116.339837;16/12/08;03:49:56
39.981911;116.339892;16/12/08;03:50:01
39.981923;116.339888;16/12/08;03:50:06
39.981779;116.339658;16/12/08;03:50:11
39.979466;116.33963;16/12/08;03:50:21
39.979649;116.339529;16/12/08;03:50:26
39.979673;116.339423;16/12/08;03:50:31
39.979681;116.339523;16/12/08;03:50:36
39.979561;116.339588;16/12/08;03:50:41
39.981587;116.33954;16/12/08;03:50:46
39.98164;116.339606;16/12/08;03:50:51
39.981646;116.339527;16/12/08;03:50:56
39.981644;116.339497;16/12/08;03:51:01
39.981661;116.339441;16/12/08;03:51:06
39.981663;116.339394;16/12/08;03:51:11
39.981659;116.339345;16/12/08;03:51:16
39.981655;116.339289;16/12/08;03:51:21
39.981667;116.339225;16/12/08;03:51:26
39.981665;116.339197;16/12/08;03:51:31
39.981661;116.339154;16/12/08;03:51:36
39.981661;116.339086;16/12/08;03:51:41
39.981653;116.339025;16/12/08;03:51:46
39.98163;116.338975;16/12/08;03:51:51
39.981592;116.338949;16/12/08;03:51:56
39.981541;116.33894;16/12/08;03:52:01
39.981469;116.338939;16/12/08;03:52:06
39.981376;116.338946;16/12/08;03:52:11
39.981289;116.338986;16/12/08;03:52:16
39.981124;116.339104;16/12/08;03:52:21
39.981046;116.339151;16/12/08;03:52:26
39.980969;116.339195;16/12/08;03:52:31
39.980957;116.339218;16/12/08;03:52:36
39.980935;116.339273;16/12/08;03:52:41
39.980907;116.339264;16/12/08;03:52:46
39.980859;116.33921;16/12/08;03:52:51
39.980862;116.33909;16/12/08;03:53:31
39.980886;116.339007;16/12/08;03:53:36
39.980907;116.338962;16/12/08;03:53:41
39.98083;116.339056;16/12/08;03:54:46
39.980849;116.338847;16/12/08;03:54:51
39.98086;116.338824;16/12/08;03:54:56
39.981017;116.338822;16/12/08;03:55:01
39.98118;116.338813;16/12/08;03:55:06
39.981293;116.338787;16/12/08;03:55:11
39.980509;116.339637;16/12/08;04:11:36
39.980624;116.339812;16/12/08;04:11:41
39.980672;116.33991;16/12/08;04:11:46
39.980832;116.340087;16/12/08;04:11:51
39.980998;116.34017;16/12/08;04:11:56
39.981054;116.34027;16/12/08;04:12:01
39.981111;116.340255;16/12/08;04:12:06
39.981163;116.340363;16/12/08;04:12:11
39.981182;116.34055;16/12/08;04:12:16
39.981155;116.340838;16/12/08;04:12:21
39.981142;116.340962;16/12/08;04:12:26
39.981121;116.340948;16/12/08;04:12:31
39.981176;116.340956;16/12/08;04:12:36
39.981156;116.34114;16/12/08;04:12:41
39.981194;116.341305;16/12/08;04:12:46
39.981143;116.341568;16/12/08;04:12:51
39.981201;116.341627;16/12/08;04:12:56
39.981229;116.341785;16/12/08;04:13:01
39.981239;116.342164;16/12/08;04:13:06
39.98113;116.342645;16/12/08;04:13:11
39.980929;116.34279;16/12/08;04:13:16
39.980372;116.342762;16/12/08;04:13:21
39.979907;116.34306;16/12/08;04:13:26
39.979854;116.343453;16/12/08;04:13:31
39.979894;116.34355;16/12/08;04:13:36
39.979912;116.343721;16/12/08;04:13:41
39.98052;116.34277;16/12/08;04:13:46
39.980972;116.342578;16/12/08;04:13:51
39.981284;116.342287;16/12/08;04:13:56
39.981432;116.342229;16/12/08;04:14:01
39.98152;116.342157;16/12/08;04:14:06
39.981521;116.342059;16/12/08;04:14:11
39.98145;116.34202;16/12/08;04:14:16
39.981459;116.342081;16/12/08;04:14:21
39.981441;116.342083;16/12/08;04:14:26
39.981468;116.342159;16/12/08;04:14:31
39.98154;116.342216;16/12/08;04:14:36
39.98163;116.342263;16/12/08;04:14:41
39.981656;116.342378;16/12/08;04:14:46
39.981675;116.342499;16/12/08;04:14:51
39.981665;116.342671;16/12/08;04:14:56
39.981688;116.342829;16/12/08;04:15:01
39.981668;116.343015;16/12/08;04:15:06
39.981666;116.343161;16/12/08;04:15:11
39.981682;116.343272;16/12/08;04:15:16
39.981721;116.34336;16/12/08;04:15:21
39.981705;116.343443;16/12/08;04:15:26
39.981717;116.343494;16/12/08;04:15:31
39.981652;116.343512;16/12/08;04:15:36
39.981566;116.3435;16/12/08;04:15:41
39.981534;116.343527;16/12/08;04:15:46
39.981564;116.343565;16/12/08;04:15:51
39.981558;116.343631;16/12/08;04:15:56
39.981522;116.343736;16/12/08;04:16:01
39.981532;116.343793;16/12/08;04:16:06
39.981525;116.343873;16/12/08;04:16:11
39.981514;116.343898;16/12/08;04:16:16
39.981546;116.343968;16/12/08;04:16:21
39.981534;116.344065;16/12/08;04:16:26
39.98154;116.34414;16/12/08;04:16:31
39.981519;116.344232;16/12/08;04:16:36
39.981501;116.344327;16/12/08;04:16:41
39.981503;116.344376;16/12/08;04:16:46
39.981489;116.344464;16/12/08;04:16:51
39.981497;116.344566;16/12/08;04:16:56
39.981516;116.344673;16/12/08;04:17:01
39.981527;116.344758;16/12/08;04:17:06
39.981537;116.344839;16/12/08;04:17:11
39.981523;116.344936;16/12/08;04:17:16
39.981483;116.345073;16/12/08;04:17:21
39.981477;116.3452;16/12/08;04:17:26
39.981477;116.34531;16/12/08;04:17:31
39.981455;116.345325;16/12/08;04:17:36
39.981408;116.345356;16/12/08;04:17:41
39.981323;116.345446;16/12/08;04:17:46
39.981301;116.345587;16/12/08;04:17:51
39.981298;116.345712;16/12/08;04:17:56
39.981261;116.345806;16/12/08;04:18:01
39.98123;116.345813;16/12/08;04:18:06
39.981162;116.345877;16/12/08;04:18:11
39.981139;116.346033;16/12/08;04:18:16
39.981081;116.346084;16/12/08;04:18:21
39.980982;116.346152;16/12/08;04:18:26
39.980888;116.346224;16/12/08;04:18:31
39.980774;116.346301;16/12/08;04:18:36
39.980753;116.346362;16/12/08;04:18:41
39.980748;116.346358;16/12/08;04:18:46
39.980748;116.346358;16/12/08;04:18:49
39.980746;116.34635;16/12/08;04:18:51
39.980736;116.346284;16/12/08;04:18:56
39.981542;116.341093;16/12/08;09:33:27
39.98157;116.340993;16/12/08;09:33:32
39.981671;116.342635;16/12/08;09:33:37
39.981638;116.342509;16/12/08;09:33:42
39.981626;116.342374;16/12/08;09:33:47
39.981637;116.342304;16/12/08;09:33:52
39.981651;116.342267;16/12/08;09:33:57
39.98164;116.342154;16/12/08;09:34:02
39.981632;116.342036;16/12/08;09:34:07
39.981621;116.341919;16/12/08;09:34:12
39.981598;116.341876;16/12/08;09:34:17
39.981568;116.341751;16/12/08;09:34:22
39.981553;116.341642;16/12/08;09:34:27
39.981578;116.341479;16/12/08;09:34:32
39.981591;116.341321;16/12/08;09:34:37
39.981587;116.341281;16/12/08;09:34:42
39.981532;116.341131;16/12/08;09:34:47
39.981532;116.341059;16/12/08;09:34:52
39.981473;116.341012;16/12/08;09:34:57
39.981451;116.34089;16/12/08;09:35:02
39.981422;116.340806;16/12/08;09:35:07
39.981394;116.340755;16/12/08;09:35:12
39.98136;116.340687;16/12/08;09:35:17
39.981256;116.340619;16/12/08;09:35:22
39.981239;116.340564;16/12/08;09:35:27
39.981235;116.340507;16/12/08;09:35:32
39.981312;116.340362;16/12/08;09:35:37
39.981407;116.340226;16/12/08;09:35:42
39.981425;116.340092;16/12/08;09:35:47
39.981451;116.340032;16/12/08;09:35:52
39.981427;116.339929;16/12/08;09:35:57
39.981323;116.339833;16/12/08;09:36:02
39.981256;116.339743;16/12/08;09:36:07
39.981184;116.339659;16/12/08;09:36:12
39.981215;116.339586;16/12/08;09:36:17
39.981297;116.339473;16/12/08;09:36:22
39.981383;116.339331;16/12/08;09:36:27
39.981397;116.339233;16/12/08;09:36:32
39.981399;116.339125;16/12/08;09:36:37
39.981363;116.339049;16/12/08;09:36:42
39.981387;116.338941;16/12/08;09:36:47
39.981407;116.338838;16/12/08;09:36:52
39.9814;116.338733;16/12/08;09:36:57
39.981405;116.338631;16/12/08;09:37:02
39.981385;116.338593;16/12/08;09:37:07
39.981349;116.338536;16/12/08;09:37:12
39.981347;116.338467;16/12/08;09:37:17
39.98132;116.338441;16/12/08;09:37:22
39.981267;116.338531;16/12/08;09:37:27
39.981238;116.338679;16/12/08;09:37:32
39.981139;116.338785;16/12/08;09:37:37
39.981155;116.33888;16/12/08;09:37:42
39.981153;116.338975;16/12/08;09:37:47
39.981121;116.339018;16/12/08;09:37:52
39.981046;116.339097;16/12/08;09:37:57
39.981011;116.339092;16/12/08;09:38:02
39.981007;116.339126;16/12/08;09:38:07
39.980997;116.339139;16/12/08;09:38:12
39.980978;116.339142;16/12/08;09:38:17
39.980995;116.339181;16/12/08;09:38:22
39.981041;116.339159;16/12/08;09:38:27
39.981043;116.339042;16/12/08;09:38:32
39.981043;116.339042;16/12/08;09:38:35
39.981041;116.339045;16/12/08;09:38:37
39.981005;116.339041;16/12/08;09:38:42
39.980996;116.339049;16/12/08;09:38:47
39.981006;116.339054;16/12/08;09:38:52
39.981041;116.339062;16/12/08;09:38:57
39.981071;116.339062;16/12/08;09:39:02
39.981074;116.339009;16/12/08;09:39:07
39.981114;116.339021;16/12/08;09:39:12
39.981104;116.339017;16/12/08;09:39:17
39.981093;116.33901;16/12/08;09:39:22
39.981071;116.339009;16/12/08;09:39:27
39.981187;116.338863;16/12/08;09:39:32
39.981241;116.338759;16/12/08;09:39:37
39.98127;116.338761;16/12/08;09:39:42
39.981338;116.338742;16/12/08;09:39:47
39.981388;116.338828;16/12/08;09:39:52
39.981407;116.33883;16/12/08;09:39:57
39.981429;116.338837;16/12/08;09:40:02
39.981455;116.338847;16/12/08;09:40:07
39.981484;116.338939;16/12/08;09:40:12
39.981477;116.339039;16/12/08;09:40:17
39.981403;116.339144;16/12/08;09:40:22
39.981279;116.339252;16/12/08;09:40:27
39.981172;116.339409;16/12/08;09:40:32
39.981086;116.339579;16/12/08;09:40:37
39.98091;116.339717;16/12/08;09:40:42
39.980775;116.339851;16/12/08;09:40:47
39.98061;116.340205;16/12/08;09:41:02
39.980579;116.340577;16/12/08;09:41:07
39.980582;116.34083;16/12/08;09:41:12
39.980439;116.341129;16/12/08;09:41:17
39.980359;116.341405;16/12/08;09:41:22
39.980347;116.341067;16/12/08;09:41:37
39.980205;116.340944;16/12/08;09:41:42
39.980748;116.339869;16/12/08;09:41:47
39.980755;116.339747;16/12/08;09:41:52
39.980827;116.339648;16/12/08;09:41:57
39.980888;116.339576;16/12/08;09:42:02
39.980964;116.339556;16/12/08;09:42:07
39.981076;116.339425;16/12/08;09:42:12
39.981165;116.339228;16/12/08;09:42:17
39.981126;116.339193;16/12/08;09:42:22
39.981045;116.339306;16/12/08;09:42:27
39.981034;116.339443;16/12/08;09:42:32
39.981048;116.339553;16/12/08;09:42:37
39.981046;116.339615;16/12/08;09:42:42
39.981054;116.339665;16/12/08;09:42:47
39.981071;116.339694;16/12/08;09:42:52
39.981068;116.33975;16/12/08;09:42:57
39.981107;116.339854;16/12/08;09:43:02
39.981127;116.339999;16/12/08;09:43:07
39.981171;116.340063;16/12/08;09:43:12
39.981171;116.340063;16/12/08;09:43:15
39.981169;116.340066;16/12/08;09:43:17
39.98118;116.34019;16/12/08;09:43:22
39.981154;116.340348;16/12/08;09:43:27
39.981104;116.34039;16/12/08;09:43:32
39.981114;116.340389;16/12/08;09:43:37
39.981108;116.340475;16/12/08;09:43:42
39.981066;116.340544;16/12/08;09:43:47
39.981096;116.340644;16/12/08;09:43:52
39.981114;116.340775;16/12/08;09:43:57
39.981163;116.340834;16/12/08;09:44:02
39.981163;116.340834;16/12/08;09:44:05
39.981167;116.340839;16/12/08;09:44:07
39.981151;116.340793;16/12/08;09:44:12
39.981086;116.340704;16/12/08;09:44:17
39.981068;116.340667;16/12/08;09:44:22
39.981091;116.340667;16/12/08;09:44:27
39.981103;116.340575;16/12/08;09:44:32
39.981141;116.340579;16/12/08;09:44:37
39.981209;116.340587;16/12/08;09:44:42
39.981243;116.340607;16/12/08;09:44:47
39.981263;116.340649;16/12/08;09:44:52
39.981267;116.340712;16/12/08;09:44:57
39.980977;116.340957;16/12/08;09:45:02
39.980955;116.341154;16/12/08;09:45:07
39.980976;116.341323;16/12/08;09:45:12
39.981012;116.341542;16/12/08;09:45:17
39.980925;116.341775;16/12/08;09:45:22
39.980784;116.342048;16/12/08;09:45:27
39.980578;116.342282;16/12/08;09:45:32
39.980333;116.342511;16/12/08;09:45:37
39.980204;116.342846;16/12/08;09:45:42
39.982044;116.336765;16/12/08;10:14:37
39.982016;116.336646;16/12/08;10:14:42
39.981936;116.337172;16/12/08;10:14:47
39.982225;116.337918;16/12/08;10:14:52
39.982402;116.338125;16/12/08;10:14:57
39.982557;116.33828;16/12/08;10:15:02
39.982663;116.338291;16/12/08;10:15:07
39.982756;116.338328;16/12/08;10:15:12
39.98284;116.338402;16/12/08;10:15:17
39.98293;116.338425;16/12/08;10:15:22
39.982865;116.338357;16/12/08;10:15:27
39.982934;116.338356;16/12/08;10:15:32
39.982925;116.338344;16/12/08;10:15:37
39.982795;116.338303;16/12/08;10:15:42
39.982787;116.338292;16/12/08;10:15:47
39.982785;116.338286;16/12/08;10:15:52
39.982784;116.338288;16/12/08;10:15:57
39.982784;116.338288;16/12/08;10:16:00
39.982783;116.33829;16/12/08;10:16:02
39.982748;116.338314;16/12/08;10:16:07
39.982746;116.338324;16/12/08;10:16:12
39.982711;116.338323;16/12/08;10:16:17
39.982678;116.338332;16/12/08;10:16:22
39.982672;116.338328;16/12/08;10:16:27
39.982672;116.338325;16/12/08;10:16:32
39.982672;116.338325;16/12/08;10:16:35
39.98267;116.338327;16/12/08;10:16:37
39.982637;116.33834;16/12/08;10:16:42
39.982594;116.338355;16/12/08;10:16:47
39.982566;116.338341;16/12/08;10:16:52
39.982482;116.338404;16/12/08;10:16:57
39.982417;116.338427;16/12/08;10:17:02
39.98231;116.338451;16/12/08;10:17:07
39.982232;116.33846;16/12/08;10:17:12
39.982177;116.33846;16/12/08;10:17:17
39.982146;116.338457;16/12/08;10:17:22
39.982115;116.338421;16/12/08;10:17:27
39.982072;116.338383;16/12/08;10:17:32
39.982039;116.338362;16/12/08;10:17:37
39.982006;116.338333;16/12/08;10:17:42
39.981988;116.338352;16/12/08;10:17:47
39.981976;116.338358;16/12/08;10:17:52
39.981964;116.33835;16/12/08;10:17:57
39.981972;116.338338;16/12/08;10:18:02
39.981993;116.3384;16/12/08;10:18:07
39.981945;116.338436;16/12/08;10:18:12
39.981931;116.338397;16/12/08;10:18:17
39.981917;116.338391;16/12/08;10:18:22
39.981913;116.338448;16/12/08;10:18:27
39.981913;116.338501;16/12/08;10:18:32
39.981922;116.338593;16/12/08;10:18:37
39.981954;116.338674;16/12/08;10:18:42
39.981989;116.338705;16/12/08;10:18:47
39.982017;116.338774;16/12/08;10:18:52
39.982091;116.338859;16/12/08;10:18:57
39.982117;116.338972;16/12/08;10:19:02
39.982124;116.339072;16/12/08;10:19:07
39.982144;116.339208;16/12/08;10:19:12
39.982141;116.339295;16/12/08;10:19:17
39.982099;116.339365;16/12/08;10:19:22
39.982065;116.339433;16/12/08;10:19:27
39.982108;116.339483;16/12/08;10:19:32
39.982119;116.339548;16/12/08;10:19:37
39.982095;116.339597;16/12/08;10:19:42
39.982027;116.339685;16/12/08;10:19:47
39.982024;116.339762;16/12/08;10:19:52
39.982045;116.33989;16/12/08;10:19:57
39.981959;116.339981;16/12/08;10:20:02
39.981885;116.340024;16/12/08;10:20:07
39.981905;116.340063;16/12/08;10:20:12
39.981917;116.340158;16/12/08;10:20:17
39.981928;116.34026;16/12/08;10:20:22
39.981947;116.340366;16/12/08;10:20:27
39.981962;116.34045;16/12/08;10:20:32
39.981993;116.340538;16/12/08;10:20:37
39.982023;116.340632;16/12/08;10:20:42
39.982037;116.340725;16/12/08;10:20:47
39.982046;116.340847;16/12/08;10:20:52
39.981988;116.340938;16/12/08;10:20:57
39.981947;116.341039;16/12/08;10:21:02
39.981943;116.341127;16/12/08;10:21:07
39.981927;116.341238;16/12/08;10:21:12
39.981915;116.341327;16/12/08;10:21:17
39.981905;116.341386;16/12/08;10:21:22
39.9819;116.341474;16/12/08;10:21:27
39.9819;116.341572;16/12/08;10:21:32
39.981906;116.341628;16/12/08;10:21:37
39.981905;116.341694;16/12/08;10:21:42
39.981898;116.341784;16/12/08;10:21:47
39.981862;116.341857;16/12/08;10:21:52
39.981868;116.341953;16/12/08;10:21:57
39.981892;116.342035;16/12/08;10:22:02
39.98197;116.342083;16/12/08;10:22:07
39.982092;116.342204;16/12/08;10:22:12
39.982148;116.342282;16/12/08;10:22:17
39.982155;116.342343;16/12/08;10:22:22
39.982145;116.342417;16/12/08;10:22:27
39.98219;116.342453;16/12/08;10:22:32
39.98221;116.342492;16/12/08;10:22:37
39.98221;116.342492;16/12/08;10:22:40
39.982209;116.342488;16/12/08;10:22:42
39.982178;116.342546;16/12/08;10:22:47
39.982163;116.342586;16/12/08;10:22:52
39.981645;116.342085;16/12/08;10:23:02
39.981617;116.341657;16/12/08;10:23:07
39.98162;116.341666;16/12/08;10:23:12
39.981534;116.342446;16/12/08;10:24:17
39.981406;116.343;16/12/08;10:24:22
39.981514;116.343073;16/12/08;10:24:27
39.981543;116.343112;16/12/08;10:24:32
39.981624;116.343171;16/12/08;10:24:37
39.981784;116.343209;16/12/08;10:24:42
39.981876;116.343213;16/12/08;10:24:47
39.981936;116.343251;16/12/08;10:24:52
39.981984;116.343368;16/12/08;10:24:57
39.982024;116.343441;16/12/08;10:25:02
39.981997;116.343535;16/12/08;10:25:07
39.982023;116.343653;16/12/08;10:25:12
39.981996;116.343753;16/12/08;10:25:17
39.981952;116.343836;16/12/08;10:25:22
39.981948;116.343907;16/12/08;10:25:27
39.981948;116.343958;16/12/08;10:25:32
39.981943;116.344031;16/12/08;10:25:37
39.981977;116.344112;16/12/08;10:25:42
39.981975;116.344231;16/12/08;10:25:47
39.981986;116.344288;16/12/08;10:25:52
39.981965;116.344337;16/12/08;10:25:57
39.981954;116.34441;16/12/08;10:26:02
39.981939;116.344552;16/12/08;10:26:07
39.981904;116.344638;16/12/08;10:26:12
39.981932;116.344698;16/12/08;10:26:17
39.981907;116.344766;16/12/08;10:26:22
39.981878;116.344818;16/12/08;10:26:27
39.981902;116.34489;16/12/08;10:26:32
39.981909;116.344938;16/12/08;10:26:37
39.981898;116.344959;16/12/08;10:26:42
39.981849;116.344944;16/12/08;10:26:47
39.981711;116.344926;16/12/08;10:26:52
39.981592;116.345033;16/12/08;10:26:57
39.981532;116.345153;16/12/08;10:27:02
39.981488;116.345278;16/12/08;10:27:07
39.981435;116.345413;16/12/08;10:27:12
39.981419;116.345502;16/12/08;10:27:17
39.981415;116.345558;16/12/08;10:27:22
39.981355;116.345587;16/12/08;10:27:27
39.981275;116.34558;16/12/08;10:27:32
39.981199;116.345552;16/12/08;10:27:37
39.981163;116.345604;16/12/08;10:27:42
39.981137;116.3457;16/12/08;10:27:47
39.981098;116.345809;16/12/08;10:27:52
39.981006;116.345877;16/12/08;10:27:57
39.980929;116.345881;16/12/08;10:28:02
39.980913;116.345894;16/12/08;10:28:07
39.980865;116.345968;16/12/08;10:28:12
39.980776;116.346043;16/12/08;10:28:17
39.980738;116.346122;16/12/08;10:28:22
39.980669;116.346191;16/12/08;10:28:27
39.980565;116.34626;16/12/08;10:28:32
39.980535;116.346251;16/12/08;10:28:37
39.980496;116.346278;16/12/08;10:28:42
39.980361;116.346059;16/12/08;10:39:37
39.98048;116.346001;16/12/08;10:39:42
39.980582;116.345992;16/12/08;10:39:47
39.980681;116.345937;16/12/08;10:39:52
39.980752;116.345867;16/12/08;10:39:57
39.980757;116.345737;16/12/08;10:40:02
39.980854;116.345665;16/12/08;10:40:07
39.980956;116.345649;16/12/08;10:40:12
39.981036;116.345625;16/12/08;10:40:17
39.981114;116.345714;16/12/08;10:40:22
39.981192;116.345861;16/12/08;10:40:27
39.981258;116.345902;16/12/08;10:40:32
39.981321;116.345933;16/12/08;10:40:37
39.981384;116.345951;16/12/08;10:40:42
39.981436;116.345858;16/12/08;10:40:47
39.981489;116.345824;16/12/08;10:40:52
39.98151;116.345833;16/12/08;10:40:57
39.981588;116.345858;16/12/08;10:41:02
39.981567;116.345859;16/12/08;10:41:07
39.981658;116.345841;16/12/08;10:41:12
